Id,College Name,Course,DEFOBCS,DEFOPENS,DEFRNT1S,DEFRNT2S,DEFRNT3S,DEFROBCS,DEFRSCS,DEFRVJS,DEFSCS,EWS,GNT1H,GNT1O,GNT1S,GNT2H,GNT2O,GNT2S,GNT3H,GNT3O,GNT3S,GOBCH,GOBCO,GOBCS,GOPENH,GOPENO,GOPENS,GSCH,GSCO,GSCS,GSTH,GSTO,GSTS,GVJH,GVJO,GVJS,LNT1H,LNT1O,LNT1S,LNT2H,LNT2O,LNT2S,LNT3H,LNT3O,LNT3S,LOBCH,LOBCO,LOBCS,LOPENH,LOPENO,LOPENS,LSCH,LSCO,LSCS,LSTH,LSTO,LSTS,LVJH,LVJO,LVJS,MI,ORPHAN,PWDOBCH,PWDOBCS,PWDOPENH,PWDOPENS,PWDRNT1S,PWDRNT2H,PWDRNT2S,PWDROBC,PWDRSCH,PWDRSCS,PWDRVJH,PWDRVJS,PWDSCH,PWDSCS,TFWS
112124610,"Shri Hanuman Vyayam Prasarak Mandals College of Engineering & Technology, Amravati",Information Technology,,,,,,,,,,78865,55147,,,58873,74959,,68118,,,53278,66978,,51395,61225,,59572,78317,,,,,53513,65823,,,,,,,,,,,51352,54635,,50398,54226,,62028,70063,,,,,,,,,,,,,,,,,,,,,,,,35631
112137210,"Shri Hanuman Vyayam Prasarak Mandals College of Engineering & Technology, Amravati",Electronics and Telecommunication Engg,,,,,,,,,,90571,,,,87134,,,117865,,,63083,81301,,61496,80859,,68975,96772,,,,,90682,,,,,,,,,,,,61837,,,59748,75077,,65459,,,,,,,,,,,,,,,,,,,,,,,,,59055
112161210,"Shri Hanuman Vyayam Prasarak Mandals College of Engineering & Technology, Amravati",Mechanical Engineering,,,,,,,,,,109724,111884,,,,,,,,,82981,110039,,76489,97601,,82901,76780,,,,,109303,,,,,,,,,,,,82030,,,63570,72848,,80950,,,,,,,,,,,,,114556,,,,,,,,,,,,79162
112319110,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",Civil Engineering,,,,,,,,,,120242,121909,,,,,,,,,121051,115197,,112488,108671,,119072,,,,,,,,,,,,,,,,,,113218,117958,,108315,108842,,119210,120617,,,,,,,,,,,,,,,,,,,,,,,,
112324210,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",Computer Science and Engineering,,113238,,,,,,,,66371,59130,,,61611,87080,,78972,,,63281,58655,,59024,56578,,63234,71186,,112629,,,64114,98063,,,,,,,,,,,59586,51724,,56288,49942,,63395,76642,,,,,,,,,,,,,,,,,,,,,,,,44051
112337210,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,,,,,,,,,,111295,89144,,,92098,,,,,,86199,105177,,79499,97398,,91703,100574,,,,,106584,111337,,,,,,,,,,,84115,101363,,82530,79654,,93883,93978,,,,,,,,,,,,,,,,,,,,,,,,67457
112361210,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",Mechanical Engineering,,,,,,,,,,115897,119815,,,,,,,,,121829,119464,,116660,108675/110487,,,,,117711,,,,,,,,,,,,,,,,,,116497,98184,,,,,,,,,,,,,,,,,,,,,,,,,,,110515
112519110,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,122551,,,,,,,,,,,,,,,,,,,,,,,,115862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112524210,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana",Computer Science and Engineering,,,,,,,,,,108118,84915,,,97333,,,,,,77582,95688,,76665,92855,,77427,103583,,,,,84717,,,,,,,,,,,,81631,,,73824,80760,,98691,,,,,,,,,,,,,,,,,,,,,,,,,
112529310,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana",Electrical Engineering,,,,,,,,,,94150,,,,,,,,,,117936,,,109125,104270,,,,,,,,,,,,,,,,,,,,,,,82449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
