Id,College Name,Course,DEFOBCS,DEFOPENS,DEFRNT1S,DEFRNT2S,DEFRNT3S,DEFROBCS,DEFRSCS,DEFRVJS,DEFSCS,EWS,GNT1H,GNT1O,GNT1S,GNT2H,GNT2O,GNT2S,GNT3H,GNT3O,GNT3S,GOBCH,GOBCO,GOBCS,GOPENH,GOPENO,GOPENS,GSCH,GSCO,GSCS,GSTH,GSTO,GSTS,GVJH,GVJO,GVJS,LNT1H,LNT1O,LNT1S,LNT2H,LNT2O,LNT2S,LNT3H,LNT3O,LNT3S,LOBCH,LOBCO,LOBCS,LOPENH,LOPENO,LOPENS,LSCH,LSCO,LSCS,LSTH,LSTO,LSTS,LVJH,LVJO,LVJS,MI,ORPHAN,PWDOBCH,PWDOBCS,PWDOPENH,PWDOPENS,PWDRNT1S,PWDRNT2H,PWDRNT2S,PWDROBC,PWDRSCH,PWDRSCS,PWDRVJH,PWDRVJS,PWDSCH,PWDSCS,TFWS
318950710,"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Chemical Engineering,,,,,,,,,,,,,,,91132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38635,,,,,,,,,,,,,,,,,,,,,,,,,,,
318950710,"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Chemical Engineering,,,,,,,,,,120665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28518
318961210,"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Mechanical Engineering,,,,,,,,,,,111061,,,73627,,,,,,105848,,,72665,,,112233,,,,,,,,,,,,,,,,,,,,,111340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318961210,"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,108651,,,111125,,,109263,,,,,,,,,,,,,,,,,,114513,,,,,,,,,,,,,,,,,,,,,,,,,,,
318961210,"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Mechanical Engineering,,,,,,,,,,,,,,,80101,,,,,,117223,,,,,,117444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318961210,"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Mechanical Engineering,,,,,,,,,,100425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40332
319019110,"Terna Engineering College, Nerul, Navi Mumbai",Civil Engineering,,,,,,,,,,,,,,102545,,,107123,,,100716,,,73529,,,100680,,,,,,,,,,,,,,,,,,,,,99217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319019110,"Terna Engineering College, Nerul, Navi Mumbai",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,100500,,,,,,111853,,,,,,,,,,,,,,,,,,75635,,,,,,,,,,,,,,,,,,,,,,,,,,,
319019110,"Terna Engineering College, Nerul, Navi Mumbai",Civil Engineering,,,,,,,,,,90237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39208
319024510,"Terna Engineering College, Nerul, Navi Mumbai",Computer Engineering,,,,,,,,,,,18626,,,20477,,,20258,,,18105,,,14871,,,22247,,,92788,,,43793,,,33192,,,17248,,,,,,18482,,,14676,,,26841,,,85633,,,32362,,,,,,,120344,,,,,,,,,,,,
319024510,"Terna Engineering College, Nerul, Navi Mumbai",Computer Engineering,,,,,,,,,,,,45196,,,42604,,,31190,,,25238,,,21947,,,32567,,,91373,,,38989,,,,,,,,,,,,30827,,,23144,,,29330,,,,,,,,,,,,,,,,,,,,,,,,
319024510,"Terna Engineering College, Nerul, Navi Mumbai",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93649,,,,,,,,,,,,,,,,,,,,,,,,114990,,,,,,,,,,,,,,,,,,,,,
319024510,"Terna Engineering College, Nerul, Navi Mumbai",Computer Engineering,37954,25977,,,,37745,,,,20839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10055
319024610,"Terna Engineering College, Nerul, Navi Mumbai",Information Technology,,,,,,,,,,,30958,,,21978,,,25349,,,20979,,,17594,,,23810,,,46890,,,44743,,,,,,,,,,,,20566,,,18881,,,30182,,,,,,,,,,,,,,,,,,,,,,,,,
319024610,"Terna Engineering College, Nerul, Navi Mumbai",Information Technology,,,,,,,,,,,,,,,,,,,,,30420,,,29824,,,36396,,,,,,,,,,,,,,,,,,31869,,,26638,,,,,,,,,,,,,,,,,,,,,,,,,,,
319024610,"Terna Engineering College, Nerul, Navi Mumbai",Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319024610,"Terna Engineering College, Nerul, Navi Mumbai",Information Technology,,19014,,,,,,,,22709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11912
319026310,"Terna Engineering College, Nerul, Navi Mumbai",Artificial Intelligence (AI) and Data Science,,,,,,,,,,,47575,,,23039,,,,,,27858,,,19677,,,37522,,,85331,,,45255,,,,,,,,,,,,31564,,,20156,,,28474,,,79767,,,,,,,,,,,,,,,,,,,,,,
319026310,"Terna Engineering College, Nerul, Navi Mumbai",Artificial Intelligence (AI) and Data Science,,,,,,,,,,,,,,,63419,,,,,,40008,,,33148,,,39132,,,,,,,,,,,,,,,,,,48486,,,32857,,,,,,,,,,,,,,,,,,,,,,,,,,,
319026310,"Terna Engineering College, Nerul, Navi Mumbai",Artificial Intelligence (AI) and Data Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319026310,"Terna Engineering College, Nerul, Navi Mumbai",Artificial Intelligence (AI) and Data Science,,33221,,,,,,,,29296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16301
319037210,"Terna Engineering College, Nerul, Navi Mumbai",Electronics and Telecommunication Engg,,,,,,,,,,,81054,,,57686,,,64338,,,65142,,,52046,,,76281,,,,,,,,,,,,,,,,,,64158,,,50640,,,85210,,,,,,,,,,,,,,,,,,,,,,,,,
319037210,"Terna Engineering College, Nerul, Navi Mumbai",Electronics and Telecommunication Engg,,,,,,,,,,,,110385,,,106908,,,74581,,,74500,,,66828,,,91046,,,,,,,,,,,,,,,,,,64895,,,62307,,,,,,,,,,,,,,,,,,,,,,,,,,,
319037210,"Terna Engineering College, Nerul, Navi Mumbai",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92970,,,,,,,,,,,,,,,,,,,,,,,,
319037210,"Terna Engineering College, Nerul, Navi Mumbai",Electronics and Telecommunication Engg,,,,,,,,,,61224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42003
319037610,"Terna Engineering College, Nerul, Navi Mumbai",Electronics Engineering,,,,,,,,,,,,,,,,,100931,,,92527,,,67415,,,82046,,,,,,,,,,,,,,,,,,,,,87959,,,107811,,,,,,,,,,,,,,,,,,,,,,,,,
319037610,"Terna Engineering College, Nerul, Navi Mumbai",Electronics Engineering,,,,,,,,,,,,,,,,,,,,,113192,,,94077,,,,,,,,,,,,,,,,,,,,,112069,,,109967,,,,,,,,,,,,,,,,,,,,,,,,,,,
319037610,"Terna Engineering College, Nerul, Navi Mumbai",Electronics Engineering,,,,,,,,,,,,,,,,,,,,,86829,,,,,,97476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319037610,"Terna Engineering College, Nerul, Navi Mumbai",Electronics Engineering,,,,,,,,,,93968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319061210,"Terna Engineering College, Nerul, Navi Mumbai",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,121467,,,,,,,,,,,,,,,,,,,,,,,,68896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319061210,"Terna Engineering College, Nerul, Navi Mumbai",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,118421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319061210,"Terna Engineering College, Nerul, Navi Mumbai",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,87069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319061210,"Terna Engineering College, Nerul, Navi Mumbai",Mechanical Engineering,,,,,,,,,,103277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319062410,"Terna Engineering College, Nerul, Navi Mumbai",Mechatronics Engineering,,,,,,,,,,,,,,,,,,,,,,,112119,,,113924,,,,,,,,,,,,,,,,,,,,,106167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319062410,"Terna Engineering College, Nerul, Navi Mumbai",Mechatronics Engineering,,,,,,,,,,,,,,,,,,,,,,,,66494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319062410,"Terna Engineering College, Nerul, Navi Mumbai",Mechatronics Engineering,,,,,,,,,,,,,,,,,,,,,,,,105626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319062410,"Terna Engineering College, Nerul, Navi Mumbai",Mechatronics Engineering,,,,,,,,,,54431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49519
319224510,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Engineering,,,,,,,,,,,43656,,,39977,,,37682,,,24701,,,22340,,,28607,,,51062,,,23205,,,,,,,,,,,,26188,,,21594,,,25725,,,,,,,,,,,,,,,,,,,,,,,,,
319224510,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Engineering,,,,,,,,,,,,,,,,,,,,,32524,,,31289,,,42158,,,104282,,,61782,,,,,,,,,,,,46034,,,36186,,,,,,,,,,,,,,,,,,,,,,,,,,,
319224510,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Engineering,,75568,,,,,,,,31346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17489
319229310,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,91738,,,121005,,,,,,,,,,,,,,,,,,,,,113396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319229310,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,91208,,,,,,,,,,,,,,,,,,,,,,,,76524,,,,,,,,,,,,,,,,,,,,,,,,,,,
319229310,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,110425,,,105986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319229310,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical Engineering,,,,,,,,,,79170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319261210,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,106179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319291110,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),,,,,,,,,,,77352,,,41207,,,43718,,,39577,,,32717,,,53676,,,101871,,,67777,,,,,,,,,,,,49976,,,31243,,,38291,,,,,,,,,,,,,84666,,,,,,,,,,,,
319291110,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),,,,,,,,,,,,,,,,,,,,,55179,,,54655,,,55603,,,,,,,,,,,,,,,,,,81827,,,33261,,,,,,,,,,,,,,,,,,,,,,,,,,,
319291110,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319291110,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),,,,,,,,,,45356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21526
319292010,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,,,,,,,,,,,63712,,,66288,,,52009,,,49658,,,40981,,,64946,,,,,,70128,,,,,,,,,,,,53367,,,49353,,,53791,,,,,,,,,,,,,,,,,,,,,,,,,
319292010,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,,,,,,,,,,,,,,,,,,,,,68137,,,66882,,,69438,,,,,,,,,,,,,,,,,,70225,,,49092,,,,,,,,,,,,,,,,,,,,,,,,,,,
319292010,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,,80966,,,,,,,,53998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34187
319324510,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Computer Engineering,,,,,,,,,,,77095,,,47049,,,57190,,,39709,,,32453,,,48916,,,,,,56376,,,,,,,,,,,,43066,,,34934,,,61119,,,,,,,,,,,,,,,,,,,,,,,,,
319324510,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Computer Engineering,,,,,,,,,,,,,,,52576,,,,,,52364,,,49345,,,49636,,,101261,,,82898,,,,,,,,,,,,50080,,,37840,,,59883,,,,,,,,,,,,,,,,,,,,,,,,
319324510,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Computer Engineering,,84280,,,,,,,,45529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24092
319324610,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Information Technology,,,,,,,,,,,67718,,,52521,,,,,,41308,,,33067,,,46922,,,,,,91693,,,,,,,,,,,,40626,,,33826,,,42359,,,,,,,,,,,,,,,,,,,,,,,,,
319324610,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Information Technology,,,,,,,,,,,,,,,,,,,,,65443,,,55587,,,61612,,,,,,,,,,,,,,,,,,,,,52994,,,,,,,,,,,,,,,,,,,,,,,,,,,
319324610,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Information Technology,,81649,,,,,,,,48332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21900
319337210,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Electronics and Telecommunication Engg,,,,,,,,,,,111077,,,104753,,,110720,,,97244,,,81510,,,90298,,,,,,,,,,,,,,,,,,,,,72257,,,90720,,,,,,,,,,,,,,,,,,,,,,,,,
319337210,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,102092,,,92345,,,98848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319337210,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,101539,,,,,,,,,,,,,,,,,,,,,,,,109431,,,90090,,,,,,,,,,,,,,,,,,,,,,,,,,,
319337210,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Electronics and Telecommunication Engg,,,,,,,,,,93754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319350710,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Chemical Engineering,,,,,,,,,,,,,,,,,,,,,,,104050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319350710,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Chemical Engineering,,,,,,,,,,,,,,,,,,,,,,,,33609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319350710,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Chemical Engineering,,,,,,,,,,,,,,,,,,,,,,,,122467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319361210,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,121451,,,,,,,,,,,,,,,,,,,,,,,,31712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319392110,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Artificial Intelligence and Machine Learning,,,,,,,,,,,92321,,,69685,,,101701,,,52590,,,43237,,,64533,,,,,,,,,,,,,,,,,,50855,,,48401,,,68580,,,,,,,,,,,,,,,,,,,,,,,,,
319392110,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Artificial Intelligence and Machine Learning,,,,,,,,,,,,,,,,,,,,,74926,,,46547,,,91731,,,,,,,,,,,,,,,,,,,,,100367,,,,,,,,,,,,,,,,,,,,,,,,,,,
319392110,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Artificial Intelligence and Machine Learning,,105493,,,,,,,,63140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29369
319419110,"Vidyavardhini's College of Engineering and Technology, Vasai",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,99357,,,,,,,,,,,,,,,,,,,,,,,,80523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319419110,"Vidyavardhini's College of Engineering and Technology, Vasai",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108647,,,,,,,,,,,,,,,,,,,,,,,,,,,
319419110,"Vidyavardhini's College of Engineering and Technology, Vasai",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,109923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319419110,"Vidyavardhini's College of Engineering and Technology, Vasai",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49155
319424510,"Vidyavardhini's College of Engineering and Technology, Vasai",Computer Engineering,,,,,,,,,,,33897,,,44146,,,22179,,,21249,,,13708,,,32060,,,64562,,,54677,,,25344,,,58337,,,,,,27012,,,16773,,,50402,,,68508,,,39220,,,,,,,100241,,,,,,,,,,,,
