Id,College Name,Course,DEFOBCS,DEFOPENS,DEFRNT1S,DEFRNT2S,DEFRNT3S,DEFROBCS,DEFRSCS,DEFRVJS,DEFSCS,EWS,GNT1H,GNT1O,GNT1S,GNT2H,GNT2O,GNT2S,GNT3H,GNT3O,GNT3S,GOBCH,GOBCO,GOBCS,GOPENH,GOPENO,GOPENS,GSCH,GSCO,GSCS,GSTH,GSTO,GSTS,GVJH,GVJO,GVJS,LNT1H,LNT1O,LNT1S,LNT2H,LNT2O,LNT2S,LNT3H,LNT3O,LNT3S,LOBCH,LOBCO,LOBCS,LOPENH,LOPENO,LOPENS,LSCH,LSCO,LSCS,LSTH,LSTO,LSTS,LVJH,LVJO,LVJS,MI,ORPHAN,PWDOBCH,PWDOBCS,PWDOPENH,PWDOPENS,PWDRNT1S,PWDRNT2H,PWDRNT2S,PWDROBC,PWDRSCH,PWDRSCS,PWDRVJH,PWDRVJS,PWDSCH,PWDSCS,TFWS,DEFOBCS_Percentile,DEFOPENS_Percentile,DEFRNT1S_Percentile,DEFRNT2S_Percentile,DEFRNT3S_Percentile,DEFROBCS_Percentile,DEFRSCS_Percentile,DEFRVJS_Percentile,DEFSCS_Percentile,EWS_Percentile,GNT1H_Percentile,GNT1O_Percentile,GNT1S_Percentile,GNT2H_Percentile,GNT2O_Percentile,GNT2S_Percentile,GNT3H_Percentile,GNT3O_Percentile,GNT3S_Percentile,GOBCH_Percentile,GOBCO_Percentile,GOBCS_Percentile,GOPENH_Percentile,GOPENO_Percentile,GOPENS_Percentile,GSCH_Percentile,GSCO_Percentile,GSCS_Percentile,GSTH_Percentile,GSTO_Percentile,GSTS_Percentile,GVJH_Percentile,GVJO_Percentile,GVJS_Percentile,LNT1H_Percentile,LNT1O_Percentile,LNT1S_Percentile,LNT2H_Percentile,LNT2O_Percentile,LNT2S_Percentile,LNT3H_Percentile,LNT3O_Percentile,LNT3S_Percentile,LOBCH_Percentile,LOBCO_Percentile,LOBCS_Percentile,LOPENH_Percentile,LOPENO_Percentile,LOPENS_Percentile,LSCH_Percentile,LSCO_Percentile,LSCS_Percentile,LSTH_Percentile,LSTO_Percentile,LSTS_Percentile,LVJH_Percentile,LVJO_Percentile,LVJS_Percentile,MI_Percentile,ORPHAN_Percentile,PWDOBCH_Percentile,PWDOBCS_Percentile,PWDOPENH_Percentile,PWDOPENS_Percentile,PWDRNT1S_Percentile,PWDRNT2H_Percentile,PWDRNT2S_Percentile,PWDROBC_Percentile,PWDRSCH_Percentile,PWDRSCS_Percentile,PWDRVJH_Percentile,PWDRVJS_Percentile,PWDSCH_Percentile,PWDSCS_Percentile,TFWS_Percentile
518161210,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,121633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0005702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518161210,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Mechanical Engineering,,,,,,,,,,,,,,,,,,116317,,,116257,,,104644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5662165,,,10.5662165,,,25.7906003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518161210,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Mechanical Engineering,,,,,,,,,,121520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1470211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518219110,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,87459,,,,,,,,,,,,,,,,,,,,,,,,122609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0138429,,,,,,,,,,,,,,,,,,,,,,,,0.0426560,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518219110,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,115423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0998320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518219110,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Civil Engineering,,,,,,,,,,113252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9316558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518224510,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Computer Engineering,,,,,,,,,,,65592,,,65221,,,65968,,,59300,,,57341,,,91337,,,,,,69732,,,,,,,,,,,,59727,,,57639,,,90794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4673542,,,61.6697194,,,61.2621174,,,65.7244332,,,67.1125395,,,39.4227966,,,,,,57.9292585,,,,,,,,,,,,65.5958943,,,66.8137813,,,39.6081812,,,,,,,,,,,,,,,,,,,,,,,,,
518224510,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Computer Engineering,,,,,,,,,,,,,,,,,,,,,57748,,,54166,,,70193,,,115820,,,,,,,,,,,,,,,60398,,,56269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8137813,,,69.3404295,,,57.6946774,,,11.2993545,,,,,,,,,,,,,,,64.8863260,,,67.7143135,,,,,,,,,,,,,,,,,,,,,,,,,,,
518224510,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1210946,,,,,,,,,,,,,,,,,,,,,,,,
518224510,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Computer Engineering,,,,,,,,,,64834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41867,,,,,,,,,,61.8814494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0311313
518229310,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,118873,,,,,,,,,,,,,,,,,,,,,,,,111079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8230277,,,,,,,,,,,,,,,,,,,,,,,,17.5316365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518229310,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,120004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7430830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518229310,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,103487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7890081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518237210,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Electronics and Telecommunication Engg,,,,,,,,,,,84566,,,87321,,,98403,,,88152,,,82754,,,,,,,,,,,,,,,,,,,,,81904,,,77686,,,,,,89752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9187639,,,43.3051128,,,32.3435843,,,42.7946749,,,47.8470482,,,,,,,,,,,,,,,,,,,,,48.2601391,,,51.6740911,,,,,,41.4815869,,,,,,,,,,,,,,,,,,,,,,
518237210,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,,,95401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6983743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518237210,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,84918,,,82631,,,,,,,,,,,,,,,,,,,,,107610,,,81810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6704109,,,47.8470482,,,,,,,,,,,,,,,,,,,,,22.1694264,,,48.2601391,,,,,,,,,,,,,,,,,,,,,,,,,,,
518237210,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Electronics and Telecommunication Engg,,,,,,,,,,104698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4603297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518261210,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,118256,,,,,,,,,,,,,,,,,,,,,,,,116142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4616793,,,,,,,,,,,,,,,,,,,,,,,,10.6465496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518419110,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,91783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4196471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518424510,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,66081,,,,,,,,,,,,,,,,,,,,,,,,66107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7344231,,,,,,,,,,,,,,,,,,,,,,,,60.7344231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518424510,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,74105,,,,,,,,,,,,,,,,,,,,,,,,77050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5241174,,,,,,,,,,,,,,,,,,,,,,,,52.2301039,,,,,,,,,,,,,,,,,,,,,,,,,,,
518429310,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,111664,,,,,,,,,,,,,,,,,,,,,,,,116367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0051501,,,,,,,,,,,,,,,,,,,,,,,,10.4981278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518429310,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,117411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7877784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518437210,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,97627,,,,,,,,,,,,,,,,,,,,,,,,84437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0830640,,,,,,,,,,,,,,,,,,,,,,,,45.9884082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518437210,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,100603,,,,,,,,,,,,,,,,,,,,,,,,116716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9372742,,,,,,,,,,,,,,,,,,,,,,,,10.1982314,,,,,,,,,,,,,,,,,,,,,,,,,,,
524425710,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Computer Science and Design,,,,,,,,,,,56292,,,70002,,,54839,,,57436,,,52174,,,96162,,,76681,,,,,,,,,,,,,,,49691,,,40213,,,105937,,,77788,,,,,,,,,,86662,,,,,,,,,,,,,,,,,,,,,,,67.7143135,,,57.7165019,,,69.0394836,,,67.1125395,,,70.8665527,,,35.3945703,,,52.4476185,,,,,,,,,,,,,,,72.4718017,,,78.0555027,,,23.9542468,,,51.6740911,,,,,,,,,,44.6471616,,,,,,,,,,,,
524425710,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Computer Science and Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2124186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524425710,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Computer Science and Design,,,,,,,,,,,,,,,,,,,,,52236,,,48955,,,56593,,,,,,,,,,,,,,,,,,,,,31843,,,40115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7220669,,,72.7060426,,,67.4824177,,,,,,,,,,,,,,,,,,,,,82.6809987,,,78.1062290,,,,,,,,,,,,,,,,,,,,,,,,
524425710,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Computer Science and Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5619889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524425710,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Computer Science and Design,,69743,,,,,,,,68759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33765,,57.9292585,,,,,,,,59.0639291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6296507
524491610,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Automation and Robotics,,,,,,,,,,,,,,,,,121401,,,117013,,,98480,,,104486,,,,,,,,,,,,,,,,,,104095,,,94931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4401800,,,9.5134004,,,32.3435843,,,25.7906003,,,,,,,,,,,,,,,,,,26.2202423,,,35.9780390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524491610,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Automation and Robotics,,,,,,,,,,,,,,,,,,,,,,,,113661,,,,,,121736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2356611,,,,,,1.9189866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524491610,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Automation and Robotics,,,,,,,,,,,,,,,,,,,,,114723,,,,,,,,,,,,,,,,,,,,,,,,103348,,,95865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7559948,,,,,,,,,,,,,,,,,,,,,,,,26.9007793,,,35.6598862,,,,,,,,,,,,,,,,,,,,,,,,,,,
524491610,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Automation and Robotics,,,,,,,,,,119287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62498,,,,,,,,,,5.9035687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7147595
524492210,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Civil and Environmental Engineering,,,,,,,,,,,,,,,,,,,,,,,120890,,,,,,,,,,,,,,,,,,,,,,,,115772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3180507,,,,,,,,,,,,,,,,,,,,,,,,11.3082039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524492210,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Civil and Environmental Engineering,,,,,,,,,,104021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2202423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530319110,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,119663,,,,,,,,,,,,,,,,,,,,,,,,83261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3930618,,,,,,,,,,,,,,,,,,,,,,,,46.9414830,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530324510,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Computer Engineering,,,,,,,,,,,77640,,,55197,,,68693,,,55703,,,52942,,,87732,,,78106,,,68493,,,,,,,,,,,,54629,,,47603,,,73415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9313711,,,68.5714285,,,59.0639291,,,68.2985361,,,70.0988506,,,42.8034319,,,51.2600953,,,59.4192464,,,,,,,,,,,,69.0394836,,,73.4437245,,,55.2181517,,,,,,,,,,,,,,,,,,,,,,,,,
530324510,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Computer Engineering,,,,,,,,,,,,,,,,,,,,,81995,,,75996,,,116034,,,,,,,,,,,,,,,,,,82532,,,73739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2193247,,,53.7302794,,,10.7718485,,,,,,,,,,,,,,,,,,48.1419882,,,54.9125550,,,,,,,,,,,,,,,,,,,,,,,,,,,
530324510,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Computer Engineering,,92851,,,,,,,,64832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29022,,38.6417086,,,,,,,,61.8814494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2234647
530329310,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,122471,,,,,,,,,,,,,,,,,,,,,,,,115279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3503719,,,,,,,,,,,,,,,,,,,,,,,,12.2020044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530329310,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,121523,,,,,,,,,,,,,,,,,,,,,,,,115415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1470211,,,,,,,,,,,,,,,,,,,,,,,,12.0998320,,,,,,,,,,,,,,,,,,,,,,,,,,,
530329310,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Electrical Engineering,,,,,,,,,,121992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3842985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530361210,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,115136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2194150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530361210,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Mechanical Engineering,,,,,,,,,,104507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7906003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530384410,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Electronics and Computer Engineering,,,,,,,,,,,,,,87009,,,90269,,,89038,,,82126,,,118107,,,,,,,,,,,,,,,,,,80633,,,67927,,,97727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3167495,,,41.1873138,,,42.0206383,,,48.2193247,,,8.0762868,,,,,,,,,,,,,,,,,,49.0525702,,,59.6829046,,,32.5908894,,,,,,,,,,,,,,,,,,,,,,,,,
530384410,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Electronics and Computer Engineering,,,,,,,,,,,,,,,,,,,,,121791,,,118806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7815683,,,6.8230277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530384410,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Electronics and Computer Engineering,,,,,,,,,,,,,,,94646,,,,,,89519,,,,,,121819,,,,,,,,,,,,,,,,,,80645,,,73090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9780390,,,,,,41.9139826,,,,,,1.6019716,,,,,,,,,,,,,,,,,,49.0525702,,,55.2570590,,,,,,,,,,,,,,,,,,,,,,,,,,,
530384410,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Electronics and Computer Engineering,,,,,,,,,,92270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62422,,,,,,,,,,39.1582539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7147595
532219110,"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,116598,,,,,,,,,,,,,,,,,,,,,,,,84275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4564832,,,,,,,,,,,,,,,,,,,,,,,,45.9884082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532219110,"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,110898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8380677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532219110,"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6956852,,,,,,,,,,,,,,,,
532229310,"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,86118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7418375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
