Id,College Name,Course,DEFOBCS,DEFOPENS,DEFRNT1S,DEFRNT2S,DEFRNT3S,DEFROBCS,DEFRSCS,DEFRVJS,DEFSCS,EWS,GNT1H,GNT1O,GNT1S,GNT2H,GNT2O,GNT2S,GNT3H,GNT3O,GNT3S,GOBCH,GOBCO,GOBCS,GOPENH,GOPENO,GOPENS,GSCH,GSCO,GSCS,GSTH,GSTO,GSTS,GVJH,GVJO,GVJS,LNT1H,LNT1O,LNT1S,LNT2H,LNT2O,LNT2S,LNT3H,LNT3O,LNT3S,LOBCH,LOBCO,LOBCS,LOPENH,LOPENO,LOPENS,LSCH,LSCO,LSCS,LSTH,LSTO,LSTS,LVJH,LVJO,LVJS,MI,ORPHAN,PWDOBCH,PWDOBCS,PWDOPENH,PWDOPENS,PWDRNT1S,PWDRNT2H,PWDRNT2S,PWDROBC,PWDRSCH,PWDRSCS,PWDRVJH,PWDRVJS,PWDSCH,PWDSCS,TFWS,DEFOBCS_Percentile,DEFOPENS_Percentile,DEFRNT1S_Percentile,DEFRNT2S_Percentile,DEFRNT3S_Percentile,DEFROBCS_Percentile,DEFRSCS_Percentile,DEFRVJS_Percentile,DEFSCS_Percentile,EWS_Percentile,GNT1H_Percentile,GNT1O_Percentile,GNT1S_Percentile,GNT2H_Percentile,GNT2O_Percentile,GNT2S_Percentile,GNT3H_Percentile,GNT3O_Percentile,GNT3S_Percentile,GOBCH_Percentile,GOBCO_Percentile,GOBCS_Percentile,GOPENH_Percentile,GOPENO_Percentile,GOPENS_Percentile,GSCH_Percentile,GSCO_Percentile,GSCS_Percentile,GSTH_Percentile,GSTO_Percentile,GSTS_Percentile,GVJH_Percentile,GVJO_Percentile,GVJS_Percentile,LNT1H_Percentile,LNT1O_Percentile,LNT1S_Percentile,LNT2H_Percentile,LNT2O_Percentile,LNT2S_Percentile,LNT3H_Percentile,LNT3O_Percentile,LNT3S_Percentile,LOBCH_Percentile,LOBCO_Percentile,LOBCS_Percentile,LOPENH_Percentile,LOPENO_Percentile,LOPENS_Percentile,LSCH_Percentile,LSCO_Percentile,LSCS_Percentile,LSTH_Percentile,LSTO_Percentile,LSTS_Percentile,LVJH_Percentile,LVJO_Percentile,LVJS_Percentile,MI_Percentile,ORPHAN_Percentile,PWDOBCH_Percentile,PWDOBCS_Percentile,PWDOPENH_Percentile,PWDOPENS_Percentile,PWDRNT1S_Percentile,PWDRNT2H_Percentile,PWDRNT2S_Percentile,PWDROBC_Percentile,PWDRSCH_Percentile,PWDRSCS_Percentile,PWDRVJH_Percentile,PWDRVJS_Percentile,PWDSCH_Percentile,PWDSCS_Percentile,TFWS_Percentile
225229710,"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",Electrical and Electronics Engineering,,,,,,,,,,88676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74820,,,,,,,,,,42.5186027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1664697
225261210,"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,120571,,,,,,,,,,,,,,,,,,,,,,,,120950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0186824,,,,,,,,,,,,,,,,,,,,,,,,3.2892818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225261210,"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",Mechanical Engineering,,,,,,,,,,113200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9316558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225419110,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,121603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0726887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225419110,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,113865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2210761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225419110,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Civil Engineering,,,,,,,,,,118527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0709457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225424510,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Computer Engineering,,,,,,,,,,,89056,,,76686,,,73624,,,84503,,,68549,,,83276,,,,,,78083,,,,,,,,,,,,78172,,,77041,,,77125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0206383,,,52.4476185,,,55.2181517,,,45.9187639,,,59.4192464,,,46.9414830,,,,,,51.2600953,,,,,,,,,,,,51.2600953,,,52.2301039,,,52.2301039,,,,,,,,,,,,,,,,,,,,,,,,,
225424510,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Computer Engineering,,,,,,,,,,,,,,,77005,,,,,,58690,,,56484,,,73944,,,,,,,,,,,,,,,,,,72180,,,56218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2301039,,,,,,66.2395008,,,67.4824177,,,54.9125550,,,,,,,,,,,,,,,,,,56.5826603,,,67.7143135,,,,,,,,,,,,,,,,,,,,,,,,,,,
225424510,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Computer Engineering,,,,,,,,,,57334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42343,,,,,,,,,,67.1125395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6964455
225429310,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,109331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1763116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225429310,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Electrical Engineering,,,,,,,,,,120593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6006941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225437210,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,121775,,,119436,,,,,,,,,,,,,,,,,,,,,,,,106169,,,106887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8249748,,,5.5819534,,,,,,,,,,,,,,,,,,,,,,,,23.4829494,,,22.9132251,,,,,,,,,,,,,,,,,,,,,,,,,
225437210,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,121878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5182329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225437210,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,105497,,,,,,,,,,,,,,,,,,,,,,,,104884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8766135,,,,,,,,,,,,,,,,,,,,,,,,25.4603297,,,,,,,,,,,,,,,,,,,,,,,,,,,
225437210,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Electronics and Telecommunication Engg,,,,,,,,,,109203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1763116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225461210,"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,68929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0639291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250819110,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,115477,,,,,,,,,,,,,,,,,,,,,,,,113062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0998320,,,,,,,,,,,,,,,,,,,,,,,,14.9912318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250819110,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,106752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1211380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250824510,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Computer Engineering,,,,,,,,,,,78147,,,74568,,,,,,89837,,,70177,,,93085,,,,,,94107,,,,,,,,,,,,72214,,,58738,,,83490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2600953,,,54.1780657,,,,,,41.4815869,,,57.6946774,,,38.5667023,,,,,,36.1623265,,,,,,,,,,,,56.5826603,,,66.2117981,,,46.9414830,,,,,,,,,,,,,,,,,,,,,,,,,
250824510,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Computer Engineering,,,,,,,,,,,,,,,81537,,,,,,94454,,,69742,,,96524,,,,,,,,,,,,,,,,,,84951,,,43539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7700838,,,,,,36.1594098,,,57.9292585,,,34.6668564,,,,,,,,,,,,,,,,,,45.6704109,,,75.7886771,,,,,,,,,,,,,,,,,,,,,,,,,,,
250824510,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Computer Engineering,,,,,,,,,,69232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58803,,,,,,,,,,58.8113371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2117981
250829310,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,121797,,,,,,,,,,,,,,,,,,,,,,,,120399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7815683,,,,,,,,,,,,,,,,,,,,,,,,4.2124186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250829310,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,116389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4981278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250829310,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7995462,,,,,,,,,,,,,,,,,,,,,,,,,,,
250829310,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Electrical Engineering,,,,,,,,,,121375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5617998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250850310,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Food Technology,,,,,,,,,,,,,,,,,,,,,,,90963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5925136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250850310,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Food Technology,,,,,,,,,,,,,,,,,,,,,,,110135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1072714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250850310,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Food Technology,,,,,,,,,,,,,,,,,,,,,,,,103080,,,,,,,,,,,,,,,,,,,,,,,,76270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3337429,,,,,,,,,,,,,,,,,,,,,,,,53.7001897,,,,,,,,,,,,,,,,,,,,,,,,,,,
250850310,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Food Technology,,,,,,,,,,105430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0367211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250891410,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Safety and Fire Engineering,,,,,,,,,,,,,,,,,,,,,,,,103636,,,,,,,,,,,,,,,,,,,,,,,,72640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7890081,,,,,,,,,,,,,,,,,,,,,,,,56.3628587,,,,,,,,,,,,,,,,,,,,,,,,,,,
250891410,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Safety and Fire Engineering,,,,,,,,,,116515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4564832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251619110,International Centre Of Excellence In Engineering and Management (ICEEM),Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,105366,,,,,,,,,,,,,,,,,,,,,,,,108731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0367211,,,,,,,,,,,,,,,,,,,,,,,,20.8205322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251619110,International Centre Of Excellence In Engineering and Management (ICEEM),Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,119311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9035687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251624210,International Centre Of Excellence In Engineering and Management (ICEEM),Computer Science and Engineering,,,,,,,,,,,120405,,,104561,,,80770,,,84791,,,75337,,,103041,,,,,,79365,,,,,,,,,,,,80277,,,80226,,,108538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2124186,,,25.7906003,,,49.0525702,,,45.9187639,,,54.1246150,,,27.3337429,,,,,,50.8162490,,,,,,,,,,,,49.5565410,,,49.5565410,,,20.8205322,,,,,,,,,,,,,,,,,,,,,,,,,
251624210,International Centre Of Excellence In Engineering and Management (ICEEM),Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,74732,,,73320,,,74190,,,,,,,,,,,,,,,,,,57393,,,42533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1664697,,,55.2181517,,,54.5241174,,,,,,,,,,,,,,,,,,67.1125395,,,76.5675144,,,,,,,,,,,,,,,,,,,,,,,,,,,
251624210,International Centre Of Excellence In Engineering and Management (ICEEM),Computer Science and Engineering,,,,,,,,,,56481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.4824177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251629710,International Centre Of Excellence In Engineering and Management (ICEEM),Electrical and Electronics Engineering,,,,,,,,,,,,,,,,,,,,,,,121807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7815683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251629710,International Centre Of Excellence In Engineering and Management (ICEEM),Electrical and Electronics Engineering,,,,,,,,,,,,,,,,,,,,,,,,104093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2202423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251629710,International Centre Of Excellence In Engineering and Management (ICEEM),Electrical and Electronics Engineering,,,,,,,,,,118501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1040060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251661210,International Centre Of Excellence In Engineering and Management (ICEEM),Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,121525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1470211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251661210,International Centre Of Excellence In Engineering and Management (ICEEM),Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,87228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3051128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251661210,International Centre Of Excellence In Engineering and Management (ICEEM),Mechanical Engineering,,,,,,,,,,117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6023034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252219110,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,114786,,,,,,,,,,,,,,,,,,,,,,,,47317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7559948,,,,,,,,,,,,,,,,,,,,,,,,73.5739966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252219110,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,117457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7583305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252219110,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Civil Engineering,,,,,,,,,,76133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7302794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252224510,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Computer Engineering,,,,,,,,,,,100157,,,95027,,,90216,,,101224,,,82971,,,108273,,,,,,93376,,,,,,,,,,,,91766,,,82117,,,87407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5619889,,,35.8351101,,,41.1873138,,,29.3331437,,,47.7695520,,,21.2317049,,,,,,38.1738800,,,,,,,,,,,,39.4196471,,,48.2193247,,,43.0138429,,,,,,,,,,,,,,,,,,,,,,,,,
252224510,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Computer Engineering,,,,,,,,,,,,,,,96591,,,,,,87862,,,77060,,,107290,,,,,,87266,,,,,,,,,,,,112148,,,72913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6668564,,,,,,42.8034319,,,52.2301039,,,22.4871071,,,,,,43.3051128,,,,,,,,,,,,16.5730741,,,55.8902921,,,,,,,,,,,,,,,,,,,,,,,,,,,
252224510,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4853556,,,,,,,,,,,,,,,,,,,,,,,,
252224510,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Computer Engineering,,,,,,,,,,68057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5292331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252237210,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,121480,,,,,,,,,,,,,,,,,,,,,,,,91409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3327106,,,,,,,,,,,,,,,,,,,,,,,,39.4227966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252237210,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Electronics and Telecommunication Engg,,,,,,,,,,113587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6195704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252261210,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Mechanical Engineering,,,,,,,,,,98947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2127079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253319110,"CSMSS Chh. Shahu College of Engineering, Aurangabad",Civil Engineering,,,,,,,,,,,,,,102694,,,115120,,,121289,,,102264,,,118033,,,,,,114010,,,,,,,,,,,,108655,,,101821,,,121059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1605922,,,12.2194150,,,2.5896414,,,28.4814025,,,8.2596443,,,,,,13.7713294,,,,,,,,,,,,20.8205322,,,28.6995083,,,3.1915928,,,,,,,,,,,,,,,,,,,,,,,,,
253319110,"CSMSS Chh. Shahu College of Engineering, Aurangabad",Civil Engineering,,,,,,,,,,,112434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0971905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253319110,"CSMSS Chh. Shahu College of Engineering, Aurangabad",Civil Engineering,,,,,,,,,,,,,,,,,,,,,105445,,,89661,,,,,,,,,,,,,,,,,,,,,,,,99662,,,111599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0367211,,,41.7457305,,,,,,,,,,,,,,,,,,,,,,,,31.7734581,,,17.0051501,,,,,,,,,,,,,,,,,,,,,,,,
253319110,"CSMSS Chh. Shahu College of Engineering, Aurangabad",Civil Engineering,,,,,,,,,,92340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1582539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253324210,"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,,,,,,,,,,,46057,,,53739,,,41414,,,47233,,,37336,,,59499,,,96046,,,43919,,,,,,71742,,,,,,50044,,,37002,,,46152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.3640850,,,69.3871747,,,77.0895594,,,73.5739966,,,79.5386869,,,65.7244332,,,35.3945703,,,75.6487214,,,,,,56.8099848,,,,,,71.7637042,,,79.5947693,,,74.2260244,,,,,,,,,,,,,,,,,,,,,,,,,
253324210,"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4998540,,,,,,,,,,,,,,,,,,,,,,
253324210,"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,,,,,,,,,,,,56537,,,57594,,,,,,45357,,,33895,,,49882,,,,,,58960,,,,,,,,,,,,41222,,,34445,,,59950,,,99954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.4824177,,,66.8137813,,,,,,74.7453210,,,81.6296507,,,71.9798416,,,,,,66.2117981,,,,,,,,,,,,77.1458362,,,81.4005843,,,65.2657662,,,31.5015186,,,,,,,,,,,,,,,,,,,,,
