collegeid,college name,course,merit number,seat type,percentile
100219110,"Government College of Engineering, Amravati",Civil Engineering,46444.0,DEFOPENS,67.7749226
100219110,"Government College of Engineering, Amravati",Civil Engineering,71028.0,DEFROBCS,44.1945416
100219110,"Government College of Engineering, Amravati",Civil Engineering,26147.0,EWS,82.7767101
100219110,"Government College of Engineering, Amravati",Civil Engineering,23850.0,GNT1S,84.2624154
100219110,"Government College of Engineering, Amravati",Civil Engineering,23704.0,GNT2S,84.4335948
100219110,"Government College of Engineering, Amravati",Civil Engineering,44825.0,GNT3S,68.9918585
100219110,"Government College of Engineering, Amravati",Civil Engineering,25843.0,GOBCS,83.0877787
100219110,"Government College of Engineering, Amravati",Civil Engineering,21750.0,GOPENS,85.7691222
100219110,"Government College of Engineering, Amravati",Civil Engineering,32144.0,GSCS,78.5189539
100219110,"Government College of Engineering, Amravati",Civil Engineering,49581.0,GSTS,65.3394562
100219110,"Government College of Engineering, Amravati",Civil Engineering,30806.0,GVJS,79.541581
100219110,"Government College of Engineering, Amravati",Civil Engineering,68369.0,LNT1S,46.0655482
100219110,"Government College of Engineering, Amravati",Civil Engineering,47003.0,LNT2S,67.2915815
100219110,"Government College of Engineering, Amravati",Civil Engineering,23336.0,LOBCS,84.6567494
100219110,"Government College of Engineering, Amravati",Civil Engineering,22019.0,LOPENS,85.5868079
100219110,"Government College of Engineering, Amravati",Civil Engineering,27275.0,LSCS,82.0130279
100219110,"Government College of Engineering, Amravati",Civil Engineering,57303.0,LSTS,58.0509972
100219110,"Government College of Engineering, Amravati",Civil Engineering,33671.0,LVJS,77.3804659
100219110,"Government College of Engineering, Amravati",Civil Engineering,62892.0,PWDOPENS,51.9482809
100219110,"Government College of Engineering, Amravati",Civil Engineering,16897.0,TFWS,88.8866448
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,11104.0,DEFOPENS,92.7475757
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,23851.0,DEFROBCS,84.2624154
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,5378.0,EWS,96.3865715
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,9216.0,GNT1S,93.9671026
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,5013.0,GNT2S,96.6278018
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,10315.0,GNT3S,93.2254498
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,5452.0,GOBCS,96.3605852
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,4731.0,GOPENS,96.8328566
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,8734.0,GSCS,94.2649898
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,32517.0,GSTS,78.1762608
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,16689.0,GVJS,89.0926089
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,8590.0,LNT1S,94.3333506
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,15015.0,LNT2S,90.1502416
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,5729.0,LOBCS,96.2010124
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,4280.0,LOPENS,97.1143109
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,13443.0,LSCS,91.1411105
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,24468.0,LSTS,83.9803841
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,13177.0,LVJS,91.386069
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,27025.0,PWDOPENS,82.1745519
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,42953.0,PWDROBC,70.7140758
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,3541.0,TFWS,97.5903614
100224610,"Government College of Engineering, Amravati",Information Technology,22103.0,DEFOPENS,85.4775879
100224610,"Government College of Engineering, Amravati",Information Technology,24845.0,DEFROBCS,83.6917866
100224610,"Government College of Engineering, Amravati",Information Technology,8743.0,EWS,94.2649898
100224610,"Government College of Engineering, Amravati",Information Technology,12800.0,GNT1S,91.5971454
100224610,"Government College of Engineering, Amravati",Information Technology,10065.0,GNT2S,93.3643237
100224610,"Government College of Engineering, Amravati",Information Technology,13598.0,GNT3S,91.059403
100224610,"Government College of Engineering, Amravati",Information Technology,7557.0,GOBCS,94.9929881
100224610,"Government College of Engineering, Amravati",Information Technology,6919.0,GOPENS,95.3951022
100224610,"Government College of Engineering, Amravati",Information Technology,15257.0,GSCS,90.0276575
100224610,"Government College of Engineering, Amravati",Information Technology,44970.0,GSTS,68.5685433
100224610,"Government College of Engineering, Amravati",Information Technology,22403.0,GVJS,85.2776363
100224610,"Government College of Engineering, Amravati",Information Technology,17143.0,LNT1S,88.7526385
100224610,"Government College of Engineering, Amravati",Information Technology,17062.0,LNT2S,88.7543704
100224610,"Government College of Engineering, Amravati",Information Technology,8290.0,LOBCS,94.5367331
100224610,"Government College of Engineering, Amravati",Information Technology,7932.0,LOPENS,94.7678084
100224610,"Government College of Engineering, Amravati",Information Technology,17620.0,LSCS,88.4849114
100224610,"Government College of Engineering, Amravati",Information Technology,38033.0,LSTS,74.2590255
100224610,"Government College of Engineering, Amravati",Information Technology,28406.0,LVJS,81.2701101
100224610,"Government College of Engineering, Amravati",Information Technology,62864.0,PWDOPENS,51.9482809
100224610,"Government College of Engineering, Amravati",Information Technology,62924.0,PWDROBC,51.9482809
100224610,"Government College of Engineering, Amravati",Information Technology,5980.0,TFWS,96.0417728
100229310,"Government College of Engineering, Amravati",Electrical Engineering,38413.0,DEFOPENS,73.8187976
100229310,"Government College of Engineering, Amravati",Electrical Engineering,45518.0,DEFROBCS,68.3243751
100229310,"Government College of Engineering, Amravati",Electrical Engineering,24661.0,EWS,83.6967382
100229310,"Government College of Engineering, Amravati",Electrical Engineering,34210.0,GNT1S,77.218543
100229310,"Government College of Engineering, Amravati",Electrical Engineering,20292.0,GNT2S,86.7142129
100229310,"Government College of Engineering, Amravati",Electrical Engineering,58257.0,GNT3S,56.6347972
100229310,"Government College of Engineering, Amravati",Electrical Engineering,21196.0,GOBCS,86.0186822
100229310,"Government College of Engineering, Amravati",Electrical Engineering,18371.0,GOPENS,87.9438958
100229310,"Government College of Engineering, Amravati",Electrical Engineering,31678.0,GSCS,78.9161727
