collegeid,college name,course,merit number,seat type,percentile
100219110,"Government College of Engineering, Amravati",Civil Engineering,55489.0,DEFOPENS,76.0463981
100219110,"Government College of Engineering, Amravati",Civil Engineering,56019.0,GNT2S,75.867353
100219110,"Government College of Engineering, Amravati",Civil Engineering,67376.0,GNT3S,69.6924231
100219110,"Government College of Engineering, Amravati",Civil Engineering,47176.0,GOBCS,79.8081214
100219110,"Government College of Engineering, Amravati",Civil Engineering,45068.0,GOPENS,81.0090469
100219110,"Government College of Engineering, Amravati",Civil Engineering,62198.0,GSTS,72.6119403
100219110,"Government College of Engineering, Amravati",Civil Engineering,67267.0,LNT2S,69.6924231
100219110,"Government College of Engineering, Amravati",Civil Engineering,40903.0,LOBCS,83.0041152
100219110,"Government College of Engineering, Amravati",Civil Engineering,38817.0,LOPENS,83.878077
100219110,"Government College of Engineering, Amravati",Civil Engineering,70583.0,LSTS,68.3823818
100219110,"Government College of Engineering, Amravati",Civil Engineering,42139.0,LVJS,82.251586
100219110,"Government College of Engineering, Amravati",Civil Engineering,44019.0,ORPHAN,81.2345291
100219110,"Government College of Engineering, Amravati",Civil Engineering,132109.0,PWDOPENS,17.5985227
100219110,"Government College of Engineering, Amravati",Civil Engineering,140685.0,PWDROBC,4.9294633
100219110,"Government College of Engineering, Amravati",Civil Engineering,36423.0,TFWS,84.9532361
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,16999.0,GNT3S,93.2108027
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,6987.0,GOBCS,97.3291438
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,6729.0,GOPENS,97.3887196
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,15657.0,GSCS,93.8067312
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,34266.0,GSTS,85.9219677
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,4564.0,LOPENS,98.2315536
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,54440.0,LSTS,76.7173434
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,10039.0,ORPHAN,96.0680883
100224210,"Government College of Engineering, Amravati",Computer Science and Engineering,8433.0,TFWS,96.7339025
100224610,"Government College of Engineering, Amravati",Information Technology,26155.0,DEFROBCS,89.3951296
100224610,"Government College of Engineering, Amravati",Information Technology,11000.0,GNT2S,95.6910814
100224610,"Government College of Engineering, Amravati",Information Technology,24223.0,GNT3S,90.1789743
100224610,"Government College of Engineering, Amravati",Information Technology,11739.0,GOBCS,95.3975994
100224610,"Government College of Engineering, Amravati",Information Technology,10554.0,GOPENS,95.8828395
100224610,"Government College of Engineering, Amravati",Information Technology,18304.0,GSCS,92.6711629
100224610,"Government College of Engineering, Amravati",Information Technology,44560.0,GSTS,81.1192722
100224610,"Government College of Engineering, Amravati",Information Technology,20344.0,GVJS,91.7514817
100224610,"Government College of Engineering, Amravati",Information Technology,7642.0,LOPENS,97.0482604
100224610,"Government College of Engineering, Amravati",Information Technology,20360.0,LSCS,91.7514817
100224610,"Government College of Engineering, Amravati",Information Technology,12547.0,ORPHAN,95.0827713
100224610,"Government College of Engineering, Amravati",Information Technology,11559.0,TFWS,95.492343
100229310,"Government College of Engineering, Amravati",Electrical Engineering,131259.0,DEFOPENS,18.2192293
100229310,"Government College of Engineering, Amravati",Electrical Engineering,44580.0,GNT2S,81.1192722
100229310,"Government College of Engineering, Amravati",Electrical Engineering,35670.0,GOBCS,85.1907088
100229310,"Government College of Engineering, Amravati",Electrical Engineering,28186.0,GOPENS,88.4658665
100229310,"Government College of Engineering, Amravati",Electrical Engineering,46913.0,GSCS,80.0408747
100229310,"Government College of Engineering, Amravati",Electrical Engineering,93403.0,GSTS,53.6496624
100229310,"Government College of Engineering, Amravati",Electrical Engineering,48417.0,GVJS,79.520817
100229310,"Government College of Engineering, Amravati",Electrical Engineering,85978.0,LNT3S,58.7124464
100229310,"Government College of Engineering, Amravati",Electrical Engineering,25067.0,LOPENS,89.8061335
100229310,"Government College of Engineering, Amravati",Electrical Engineering,35282.0,LSCS,85.3534944
100229310,"Government College of Engineering, Amravati",Electrical Engineering,82552.0,LSTS,60.9799222
100229310,"Government College of Engineering, Amravati",Electrical Engineering,40631.0,ORPHAN,83.1704016
100229310,"Government College of Engineering, Amravati",Electrical Engineering,87477.0,PWDOPENS,58.0840122
100229310,"Government College of Engineering, Amravati",Electrical Engineering,18889.0,TFWS,92.4568642
100237210,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,31133.0,GNT3S,87.2113119
100237210,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,15122.0,GOBCS,94.0316823
100237210,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,14528.0,GOPENS,94.2498036
100237210,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,27293.0,GSCS,88.8028432
100237210,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,30973.0,GVJS,87.2266503
100237210,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,116855.0,LSTS,34.1365462
100237210,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,16345.0,ORPHAN,93.495874
100237210,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,55078.0,PWDROBC,76.2843676
100237210,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,16371.0,TFWS,93.495874
100246610,"Government College of Engineering, Amravati",Instrumentation Engineering,85417.0,GOBCS,58.7429854
100246610,"Government College of Engineering, Amravati",Instrumentation Engineering,52345.0,GOPENS,77.7994669
100246610,"Government College of Engineering, Amravati",Instrumentation Engineering,79348.0,GSCS,62.7898492
100246610,"Government College of Engineering, Amravati",Instrumentation Engineering,62352.0,GSTS,72.6119403
100246610,"Government College of Engineering, Amravati",Instrumentation Engineering,50051.0,GVJS,78.5775598
100246610,"Government College of Engineering, Amravati",Instrumentation Engineering,66106.0,LNT1S,70.6180504
100246610,"Government College of Engineering, Amravati",Instrumentation Engineering,46217.0,LOPENS,80.6210251
100261210,"Government College of Engineering, Amravati",Mechanical Engineering,30957.0,DEFOPENS,87.2266503
