Id,College Name,Course,DEFOBCS,DEFOPENS,DEFRNT1S,DEFRNT2S,DEFRNT3S,DEFROBCS,DEFRSCS,DEFRVJS,DEFSCS,EWS,GNT1H,GNT1O,GNT1S,GNT2H,GNT2O,GNT2S,GNT3H,GNT3O,GNT3S,GOBCH,GOBCO,GOBCS,GOPENH,GOPENO,GOPENS,GSCH,GSCO,GSCS,GSTH,GSTO,GSTS,GVJH,GVJO,GVJS,LNT1H,LNT1O,LNT1S,LNT2H,LNT2O,LNT2S,LNT3H,LNT3O,LNT3S,LOBCH,LOBCO,LOBCS,LOPENH,LOPENO,LOPENS,LSCH,LSCO,LSCS,LSTH,LSTO,LSTS,LVJH,LVJO,LVJS,MI,ORPHAN,PWDOBCH,PWDOBCS,PWDOPENH,PWDOPENS,PWDRNT1S,PWDRNT2H,PWDROBC,PWDRSCH,PWDRSCS,PWDRVJS,TFWS,DEFOBCS_Percentile,DEFOPENS_Percentile,DEFRNT1S_Percentile,DEFRNT2S_Percentile,DEFRNT3S_Percentile,DEFROBCS_Percentile,DEFRSCS_Percentile,DEFRVJS_Percentile,DEFSCS_Percentile,EWS_Percentile,GNT1H_Percentile,GNT1O_Percentile,GNT1S_Percentile,GNT2H_Percentile,GNT2O_Percentile,GNT2S_Percentile,GNT3H_Percentile,GNT3O_Percentile,GNT3S_Percentile,GOBCH_Percentile,GOBCO_Percentile,GOBCS_Percentile,GOPENH_Percentile,GOPENO_Percentile,GOPENS_Percentile,GSCH_Percentile,GSCO_Percentile,GSCS_Percentile,GSTH_Percentile,GSTO_Percentile,GSTS_Percentile,GVJH_Percentile,GVJO_Percentile,GVJS_Percentile,LNT1H_Percentile,LNT1O_Percentile,LNT1S_Percentile,LNT2H_Percentile,LNT2O_Percentile,LNT2S_Percentile,LNT3H_Percentile,LNT3O_Percentile,LNT3S_Percentile,LOBCH_Percentile,LOBCO_Percentile,LOBCS_Percentile,LOPENH_Percentile,LOPENO_Percentile,LOPENS_Percentile,LSCH_Percentile,LSCO_Percentile,LSCS_Percentile,LSTH_Percentile,LSTO_Percentile,LSTS_Percentile,LVJH_Percentile,LVJO_Percentile,LVJS_Percentile,MI_Percentile,ORPHAN_Percentile,PWDOBCH_Percentile,PWDOBCS_Percentile,PWDOPENH_Percentile,PWDOPENS_Percentile,PWDRNT1S_Percentile,PWDRNT2H_Percentile,PWDROBC_Percentile,PWDRSCH_Percentile,PWDRSCS_Percentile,PWDRVJS_Percentile,TFWS_Percentile
627524610,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Information Technology,,52616,,,,,,,,40321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20142,,58.6329715,,,,,,,,70.5545884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1228550
627529310,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,87415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0493207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627529310,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,73135,,,,,,,,,,,,,,,,,,,,,,,,58826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1669829,,,,,,,,,,,,,,,,,,,,,,,,50.9892798,,,,,,,,,,,,,,,,,,,,,,,
627529310,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electrical Engineering,,,,,,,,,,86350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54222,,,,,,,,,,5.6637601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6819256
627537210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electronics and Telecommunication Engg,,,,,,,,,,,,,,70280,,,,,,81934,,,68990,,,76402,,,,,,84209,,,,,,,,,,,,83131,,,67241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6415304,,,,,,14.7852363,,,37.0602202,,,25.1347094,,,,,,10.3398176,,,,,,,,,,,,12.3677962,,,39.9525146,,,,,,,,,,,,,,,,,,,,,,,,
627537210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3183698,,,,,,,,,,,,,,,,,,,,,,,,,,,
627537210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,83858,,,50550,,,82197,,,,,,,,,,,,,,,,,,,,,43989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1101601,,,60.5779320,,,14.5049629,,,,,,,,,,,,,,,,,,,,,66.9447726,,,,,,,,,,,,,,,,,,,,,,,
627537210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,82792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2928186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627537210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Electronics and Telecommunication Engg,,,,,,,,,,85724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40591,,,,,,,,,,7.0683112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2987246
627561210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,80867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8734701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627561210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,84358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2388790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627561210,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Mechanical Engineering,,,,,,,,,,83926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9819734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,,6675,,20815,,14400,,,,3293,,,,,,,,,,,,,,,,,,,,,,,,,,,10930,,,5241,,,2989,,,3771,,,2483,,,13139,,,56980,,,18800,,,,,,,,,,,,,1874,,95.3022843,,85.6279035,,90.0799096,,,,97.6218587,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4383049,,,96.2613377,,,97.8343766,,,97.3033336,,,98.2259803,,,90.9151243,,,53.3681417,,,87.0496161,,,,,,,,,,,,,98.6431479
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,,7023,,,,20226,,,,3950,,,,,,,,,,,,,,,,,,,,,,,,,,,12309,,,5501,,,,,,4068,,,2987,,,17162,,,66168,,,21478,,,,,,,,,,,,,2158,,95.0758518,,,,86.0897815,,,,97.1891618,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4493121,,,96.0788546,,,,,,97.1062619,,,97.8344603,,,88.1835221,,,41.3993202,,,85.2126887,,,,,,,,,,,,,98.4235549
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,,8380,,,,20420,,,,4471,,,,,,,,,,,,,,,,,,,,,,,,,,,12041,,,7934,,,6371,,,4290,,,3551,,,21375,,,81501,,,28042,,,,,,,,,,,,,3290,,94.1413662,,,,85.9017195,,,,96.8054763,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6459813,,,94.4412276,,,95.5256940,,,96.9386024,,,97.4356853,,,85.2504638,,,15.7020873,,,80.4533047,,,,,,,,,,,,,97.6218587
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,,23517,25058,,,26024,,,,8357,,,,,,,,,,,,,,,,,,,,,,,,,,,12595,,,20655,,,14748,,,8751,,,6786,,,32262,,,76468,,,50507,,,,,,,,,,,,,6299,,83.7542269,82.6867400,,,81.8333472,,,,94.1446326,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3226977,,,85.7021710,,,89.8135443,,,93.9242065,,,95.2245414,,,77.3580833,,,25.0443150,,,60.5779320,,,,,,,,,,,,,95.5542581
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,,26867,,,,,43249,,,9820,,,,,,,,,,,,,,,,,,,,,,,,,,,14962,,,23912,,,16024,,,10144,,,8005,,,37652,,,,,,37062,,,,,,,,,,,,,7091,,81.3053751,,,,,68.0931881,,,93.1568468,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6879240,,,83.3816935,,,88.9911299,,,92.9833817,,,94.3593255,,,72.8066421,,,,,,73.4187223,,,,,,,,,,,,,95.0383934
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,,,,,,,,,,29912,,,,,,,,,,,,,,,,,,,,,,,,,,,45953,,,57912,,,43975,,,29622,,,22880,,,68131,,,,,,,,,,,,,,,,,,,11111,,,,,,,,,,78.9732828,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1485718,,,52.2579556,,,66.9447726,,,79.4059745,,,84.2290812,,,38.3158243,,,,,,,,,,,,,,,,,,,92.3065564
627561210,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Mechanical Engineering,,39755,,,,,,,,20576,,,,,,,,,,,,,,,,,,,,,,,,,,,22585,,,23249,,,21179,,,18443,,,12653,,,32841,,,,,,52424,,,,,,,,,,,,,8182,,71.0406477,,,,,,,,85.8119289,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4179961,,,83.9436150,,,85.4018275,,,87.2207481,,,91.2476571,,,76.7640003,,,,,,58.7919039,,,,,,,,,,,,,94.3022949
627719110,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,73090,,,,,,,,,,,,,,,,,,,,,,,,50161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1669829,,,,,,,,,,,,,,,,,,,,,,,,61.2533921,,,,,,,,,,,,,,,,,,,,,,,,
627724510,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Computer Engineering,,,,,,,,,,,72745,,,41922,,,55728,,,72744,,,37406,,,74416,,,,,,,,,,,,,,,,,,76456,,,35377,,,87755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4049587,,,69.2447981,,,54.6298641,,,31.4049587,,,73.1435735,,,28.4430122,,,,,,,,,,,,,,,,,,25.0443150,,,74.8087576,,,2.3183698,,,,,,,,,,,,,,,,,,,,,
627724510,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4483836,,,,,,,,,,,,,,,,,,,,,
627724510,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Computer Engineering,,,,,,,,,,,,,,,54920,,,,,,53978,,,41739,,,,,,,,,,,,,,,,,,,,,,,,28322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7162386,,,,,,56.9067296,,,69.4482927,,,,,,,,,,,,,,,,,,,,,,,,80.1934435,,,,,,,,,,,,,,,,,,,,,,,
627724510,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Computer Engineering,,,,,,,,,,,,,,,,,,,,,77799,,,,,,,,,,,,,,,,,,,,,,,,82266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6958045,,,,,,,,,,,,,,,,,,,,,,,,14.4002701,,,,,,,,,,,,,,,,,,,,,,,,,,
627724510,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Computer Engineering,,87133,,,,,,,,38951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26078,,3.7483039,,,,,,,,71.6974982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7852924
627724610,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Information Technology,,,,,,,,,,,68566,,,,,,,,,74347,,,56918,,,81326,,,,,,,,,,,,,,,,,,83815,,,56242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7226302,,,,,,,,,28.5418221,,,53.3681417,,,15.7493794,,,,,,,,,,,,,,,,,,11.2581686,,,54.2311192,,,,,,,,,,,,,,,,,,,,,,,,
627724610,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Information Technology,,,,,,,,,,,,,,60321,,,,,,69989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5146451,,,,,,36.1998499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627724610,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Information Technology,,,,,,,,,,,,,,,,,,,,,81109,,,59421,,,,,,,,,,,,,,,,,,,,,,,,50730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7793986,,,50.4269253,,,,,,,,,,,,,,,,,,,,,,,,60.4137126,,,,,,,,,,,,,,,,,,,,,,,
627724610,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Information Technology,,,,,,,,,,56046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,,,,,,,,,,54.5240027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3206831
627737010,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,75825,,,,,,,,,,,,,,,,,,,,,,,,55356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1518015,,,,,,,,,,,,,,,,,,,,,,,,55.4039874,,,,,,,,,,,,,,,,,,,,,,,,
627737010,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,88253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0692427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627737010,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,82067,,,,,,,,,,,,,,,,,,,,,,,,41901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6116861,,,,,,,,,,,,,,,,,,,,,,,,69.2767484,,,,,,,,,,,,,,,,,,,,,,,
627737010,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Electronics and Telecommunication Engg,,,,,,,,,,64931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3153897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627761210,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,74525,,,,,,,,,,,,,,,,,,,,,,,,71883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2128596,,,,,,,,,,,,,,,,,,,,,,,,32.8632605,,,,,,,,,,,,,,,,,,,,,,,,
627761210,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,62803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3475664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627819110,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Civil Engineering,,,,,,,,,,,,,,52798,,,40253,,,49492,,,35072,,,66315,,,80548,,,53976,,,,,,,,,,,,,,,57722,,,69552,,,,,,61654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0950012,,,70.5748291,,,61.5583855,,,74.9575984,,,40.7191694,,,17.4008617,,,56.9067296,,,,,,,,,,,,,,,52.4564184,,,36.7976787,,,,,,47.5835199,,,,,,,,,,,,,,,
627819110,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Civil Engineering,,,,,,,,,,,31900,,,,,,,,,,,,,,,,,,,,,,,,85307,,,,,,,,,65399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.4558076,,,,,,,,,,,,,,,,,,,,,,,,8.2575694,,,,,,,,,42.6018901,,,,,,,,,,,,,,,,,,,,,,,,,,,
627819110,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Civil Engineering,,,,,,,,,,,,,,,29786,,,57459,,,31525,,,26001,,,40177,,,,,,42336,,,,,,,,,,,,64942,,,51756,,,71326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0157846,,,52.9257123,,,77.7731822,,,82.0714105,,,70.5748291,,,,,,68.4657413,,,,,,,,,,,,43.0561348,,,59.3821221,,,33.4193644,,,,,,,,,,,,,,,,,,,,
627819110,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Civil Engineering,,66876,,,,,,,,45966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19512,,40.1646622,,,,,,,,65.1485718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5238657
627824510,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Computer Engineering,,,,,,,,,,,,,,,,,9575,,,6374,,,5833,,,13609,,,60894,,,19659,,,,,,,,,,,,8565,,,5719,,,24477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3162379,,,95.5256940,,,95.8520088,,,90.5834915,,,48.7595983,,,86.4503649,,,,,,,,,,,,93.9861540,,,95.9637384,,,83.0590023,,,,,,,,,,,,,,,,,,,,,
627824510,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Computer Engineering,,,,,,,,,,,,,,,11434,,,,,,6548,,,5892,,,15091,,,36717,,,,,,,,,,,,,,,8568,,,7331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0749399,,,,,,95.3750110,,,95.8175206,,,89.6091838,,,73.5473882,,,,,,,,,,,,,,,93.9861540,,,94.8341607,,,,,,,,,,,,,,,,,,,,,,,
627824510,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Computer Engineering,,12462,,,,,33274,,,6482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191,,91.3635196,,,,,76.3867904,,,95.4637178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3195387
627824520,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Computer Engineering,,,,,,,,,,,,,,13949,,,11025,,,7927,,,7396,,,20202,,,83512,,,25533,,,31950,,,,,,,,,9665,,,7161,,,26244,,,78645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3620677,,,92.3440533,,,94.4503300,,,94.8086424,,,86.0924711,,,12.0256367,,,82.2567043,,,77.4558076,,,,,,,,,93.2590077,,,94.9375465,,,81.7270113,,,21.4906113,,,,,,,,,,,,,,,,,,
627824520,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Computer Engineering,,,,,,,,,,,,,,,,,,,,,6766,,,6760,,,15831,,,68650,,,,,,,,,,,,,,,,,,8211,,,21760,,,,,,35486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2255767,,,95.2308601,,,89.1057987,,,37.7226302,,,,,,,,,,,,,,,,,,94.2757879,,,84.9822800,,,,,,74.6994943,,,,,,,,,,,,,,
627824520,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Computer Engineering,,13836,,,,21580,,,,7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5733,,90.4334828,,,,85.0780632,,,,94.6027761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9354453
627829310,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,,,,,,,,,,,46943,,,62118,,,,,,50308,,,41075,,,78778,,,86479,,,,,,,,,,,,,,,74068,,,49714,,,65664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3014156,,,46.4580874,,,,,,61.0135990,,,69.8320787,,,21.1120124,,,5.3918799,,,,,,,,,,,,,,,29.4872892,,,61.4630190,,,41.9156039,,,,,,,,,,,,,,,,,,,,,
627829310,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85920,,,,,,68752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6514729,,,,,,37.4704588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627829310,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,,,,,,,,,,,,39396,,,,,,,,,27229,,,21455,,,50164,,,69577,,,,,,,,,,,,,,,42232,,,19919,,,74283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3654183,,,,,,,,,81.0162910,,,85.2262387,,,61.2533921,,,36.7976787,,,,,,,,,,,,,,,68.8352571,,,86.2580042,,,28.5418221,,,,,,,,,,,,,,,,,,,,
627829310,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,,,,,,,,,,31215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18606,,,,,,,,,,78.0991438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1866295
627837210,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electronics and Telecommunication Engg,,,,,,,,,,,37107,,,21492,,,,,,26611,,,19120,,,50006,,,,,,,,,,,,,,,,,,20695,,,19061,,,52967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3931241,,,85.2126887,,,,,,81.5166559,,,86.8108806,,,61.3998819,,,,,,,,,,,,,,,,,,85.6952206,,,86.8270136,,,58.0434256,,,,,,,,,,,,,,,,,,,,,
627837210,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,24044,,,,,,15125,,,14047,,,30834,,,,,,66344,,,,,,,,,,,,17466,,,13287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3493105,,,,,,89.5917145,,,90.3301316,,,78.3206831,,,,,,40.7191694,,,,,,,,,,,,87.9631628,,,90.8751696,,,,,,,,,,,,,,,,,,,,,,,
627837210,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electronics and Telecommunication Engg,,26655,,,,,,,,20486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11831,,81.5166559,,,,,,,,85.8327116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8080054
627850710,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,,,,,,,,,,,,,,66080,,,61266,,,74008,,,53151,,,86483,,,80666,,,,,,,,,,,,,,,,,,64990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7486972,,,48.0573819,,,29.4872892,,,57.9531237,,,5.3918799,,,17.2098712,,,,,,,,,,,,,,,,,,43.0561348,,,,,,,,,,,,,,,,,,,,,,,,
627850710,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24591,,,65693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9343565,,,41.9156039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627850710,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,,,,,,,,,,,,,,,,,,,,,29815,,,23232,,,79066,,,,,,,,,,,,,,,,,,64544,,,39358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0157846,,,83.9436150,,,20.2155936,,,,,,,,,,,,,,,,,,43.4221623,,,71.3654183,,,,,,,,,,,,,,,,,,,,,,,
627850710,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,,28036,,,,,,,,41988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18663,,80.4533047,,,,,,,,69.2447981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1337477
